STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:AYM00088968,BASE ORCADAS AY,19570611,-9999,24,-2
GHCND:AYM00088968,BASE ORCADAS AY,19570612,-9999,10,-7
GHCND:AYM00088968,BASE ORCADAS AY,19570613,-9999,32,9
GHCND:AYM00088968,BASE ORCADAS AY,19570614,-9999,35,18
GHCND:AYM00088968,BASE ORCADAS AY,19570615,-9999,35,18
GHCND:AYM00088968,BASE ORCADAS AY,19570616,-9999,32,-10
GHCND:AYM00088968,BASE ORCADAS AY,19570617,-9999,21,6
GHCND:AYM00088968,BASE ORCADAS AY,19570618,-9999,22,3
GHCND:AYM00088968,BASE ORCADAS AY,19570619,-9999,5,0
GHCND:AYM00088968,BASE ORCADAS AY,19570620,-9999,6,1
GHCND:AYM00088968,BASE ORCADAS AY,19570621,-9999,8,-3
GHCND:AYM00088968,BASE ORCADAS AY,19570622,-9999,66,-9
GHCND:AYM00088968,BASE ORCADAS AY,19570623,-9999,5,-8
GHCND:AYM00088968,BASE ORCADAS AY,19570624,-9999,6,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570625,-9999,4,-17
GHCND:AYM00088968,BASE ORCADAS AY,19570626,-9999,-16,-25
GHCND:AYM00088968,BASE ORCADAS AY,19570627,-9999,28,-18
GHCND:AYM00088968,BASE ORCADAS AY,19570628,-9999,30,10
GHCND:AYM00088968,BASE ORCADAS AY,19570629,-9999,11,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570630,-9999,17,-18
GHCND:AYM00088968,BASE ORCADAS AY,19570701,-9999,-13,-22
GHCND:AYM00088968,BASE ORCADAS AY,19570702,-9999,0,-26
GHCND:AYM00088968,BASE ORCADAS AY,19570703,-9999,24,-7
GHCND:AYM00088968,BASE ORCADAS AY,19570704,-9999,32,23
GHCND:AYM00088968,BASE ORCADAS AY,19570705,-9999,34,6
GHCND:AYM00088968,BASE ORCADAS AY,19570706,-9999,31,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570707,-9999,31,23
GHCND:AYM00088968,BASE ORCADAS AY,19570708,-9999,25,16
GHCND:AYM00088968,BASE ORCADAS AY,19570709,-9999,29,15
GHCND:AYM00088968,BASE ORCADAS AY,19570711,-9999,34,28
GHCND:AYM00088968,BASE ORCADAS AY,19570712,-9999,32,17
GHCND:AYM00088968,BASE ORCADAS AY,19570713,-9999,22,13
